Lon,Lat,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-76.99126821,38.87901631,1218,Ward 6,"900 11th St SE, Washington, District of Columbia 20003",Kipling House,Completed 2015 to Date,DHCD,5,38.878877,-76.991104,0,3,0,2,0,,156006,400757.85,134575.12,900 11TH STREET SE,2019-05-20T04:00:25.000Z
-76.9953311,38.89402577,1219,Ward 6,"300 8th St NE, Washington, District of Columbia 20002",300 8th St NE,Under Construction,DHCD,5,38.894018,76.995329,0,0,0,5,0,,42709,400405.23,136241.26,300 8TH STREET NE,2019-05-20T04:00:25.000Z
-77.00786413,38.87559084,1220,Ward 6,"1201 Half St SE, Washington, District of Columbia 20003",West Half St,Under Construction,DHCD,11,38.875173,-77.007865,0,3,0,8,0,,309535,399317.8,134194.86,1201 HALF STREET SE,2019-05-20T04:00:25.000Z
-76.98714062,38.87824931,1221,Ward 6,"1331 K Street SE, Washington, District of Columbia 20003",1329 & 1331 K ST Condos,Under Construction,DHCD,1,38.878224,-76.98716,0,1,0,0,0,,67040,401116.01,134490.02,1331 K STREET SE,2019-05-20T04:00:25.000Z
-76.98025092,38.85540563,1222,Ward 8,"1710 Gainesville St SE, Washington, District of Columbia 20020",Gainesville Court 3,Under Construction,DHCD,2,38.855325,-76.980255,0,0,0,2,0,,313029,401714.38,131954.31,1710 GAINESVILLE STREET SE,2019-05-20T04:00:25.000Z
-77.02642772,38.92596195,1223,Ward 1,"1009 Girard St NW, Washington, District of Columbia 20001",Girard Street Green,Completed 2015 to Date,DHCD,2,38.925954,-77.026425,0,2,0,0,0,,315737,397708.59,139786.76,1009 GIRARD STREET NW,2019-05-20T04:00:25.000Z
-76.97195227,38.86217078,1225,Ward 8,"2327 Good Hope Road Southeast, Washington, District of Columbia 20020",Woodmont Crossing,Completed 2015 to Date,DHCD,176,38.862163,-76.97195,0,0,176,0,0,,,402434.456,132705.4791,,2019-05-20T04:00:25.000Z
-76.98073472,38.90482115,1226,Ward 5,"1122 Bladensburg Road Northeast, Washington, District of Columbia 20002",1122-1124 Bladensburg Rd NE,Under Construction,DHCD,4,38.9046,-76.980798,0,2,0,2,0,,73518,401671.23,137439.8,1122 BLADENSBURG ROAD NE,2019-05-20T04:00:25.000Z
-76.99135527,38.88243347,1227,Ward 6,"1101 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",Penn 11,Completed 2015 to Date,DHCD,3,38.882384,-76.991329,0,2,0,1,0,,74406,400750.26,134954.45,1101 PENNSYLVANIA AVENUE SE,2019-05-20T04:00:25.000Z
-76.97664113,38.87276661,1228,Ward 8,"1928 Naylor Road Southeast, Washington, District of Columbia 20020",MEDES,Under Construction,DHCD,3,38.872759,-76.976639,0,0,3,0,0,,53759,402027.21,133881.58,1928 NAYLOR ROAD SE,2019-05-20T04:00:25.000Z
-76.9866258,38.88262202,1229,Ward 6,"1339 E Street Southeast, Washington, District of Columbia 20003",Lockwood Apartments,Under Construction,DHCD OP,13,38.882642,-76.986649,0,8,0,5,0,15-33,289426,401160.61,134975.43,1339 E STREET SE,2019-05-20T04:00:25.000Z
-77.0179625,38.91320209,1230,Ward 6,"1720 New Jersey Avenue Northwest, Washington, District of Columbia 20001",The Hoxton,Completed 2015 to Date,DHCD,1,,,0,1,0,0,0,,218457,398442.35,138370.13,1720 NEW JERSEY AVENUE NW,2019-05-20T04:00:25.000Z
-76.9346423,38.90309098,1231,Ward 7,"4726 Sheriff Road Northeast, Washington, District of Columbia 20019",Sheriff Road Apartments,Under Construction,DHCD,2,38.903084,76.93464,0,1,0,1,0,,311494,405669.33,137249.59,4726 SHERIFF ROAD NE,2019-05-20T04:00:25.000Z
-76.92699012,38.8987074,1232,Ward 7,"5110 Nannie Helen Burroughs Avenue Northeast, Washington, District of Columbia 20019",Deanwood Town Center,Pipeline,DMPED DHCD OP,183,38.8987,-76.926988,61,0,104,18,0,17-19,288501,406333.47,136763.48,5110 NANNIE HELEN BURROUGHS AVENUE NE,2019-05-20T04:00:25.000Z
-77.03039693,38.97381944,1233,Ward 4,"1322 Main Drive Northwest, Washington, District of Columbia 20307",Walter Reed - TPWR,Under Construction,DMPED,80,38.973812,-77.030395,16,64,0,0,0,,316864,397366.18,145099.48,1322 MAIN DRIVE NW,2019-05-20T04:00:25.000Z
-76.9966599,38.82890773,1234,Ward 8,"4201 7th Street Southeast, Washington, District of Columbia 20032",Belmont Crossing,Completed 2015 to Date,DHCD,275,38.8289,-76.996658,0,0,275,0,0,,149585,400290.22,129012.68,4201 7TH STREET SE,2019-05-20T04:00:25.000Z
-76.99751044,38.92710294,1236,Ward 5,"617 Hamlin Street Northeast, Washington, District of Columbia 20017",Brookland Place Apartments,Under Construction,DHCD,80,38.927095,-76.997508,15,0,65,0,0,,4114,400216.07,139913.09,617 HAMLIN STREET NE,2019-05-20T04:00:25.000Z
-77.01489939,38.90069047,1237,Ward 6,"811 3rd Street Northwest, Washington, District of Columbia 20001",Liberty Place Apartments,Under Construction,DMPED DHCD,142,38.900683,-77.014897,22,49,4,67,0,,311690,398707.78,136981.19,811 3RD STREET NW,2019-05-20T04:00:25.000Z
-77.03249864,38.9576679,1238,Ward 4,"5610 Colorado Avenue Northwest, Washington, District of Columbia 20011",5610 Colorado,Pipeline,DHCD,34,38.95766,-77.032496,2,32,0,0,0,,257901,397183.42,143306.57,5610 COLORADO AVENUE NW,2019-05-20T04:00:25.000Z
-76.9347248,38.88323901,1239,Ward 7,"4701 Benning Road Southeast, Washington, District of Columbia 20019",BEN-E Cooperative,Completed 2015 to Date,DHCD,29,38.883232,-76.934723,3,25,1,0,0,,18411,405663.75,135045.86,4701 BENNING ROAD SE,2019-05-20T04:00:25.000Z
-77.01612264,38.9495708,1240,Ward 4,"301 Delafield Place Northwest, Washington, District of Columbia 20011",301 Delafield Place,Completed 2015 to Date,DHCD,23,38.949519,-77.016119,7,9,0,7,0,,243897,398602.63,142407.34,301 DELAFIELD PLACE NW,2019-05-20T04:00:25.000Z
-76.96964291,38.87179444,1241,Ward 7,"2530 Park Place Southeast, Washington, District of Columbia 20020",2530-2532 Park Place SE,Under Construction,DHCD,21,38.871787,-76.969641,0,21,0,0,0,,46174,402634.53,133773.84,2530 PARK PLACE SE,2019-05-20T04:00:25.000Z
-76.98872313,38.86550357,1242,Ward 8,"1221 v Street Southeast, Washington, District of Columbia 20020",1221 V Street SE,Under Construction,DHCD,39,38.865385,-76.988415,7,14,18,0,0,,318770,400978.87,133075.13,1221 V STREET SE,2019-05-20T04:00:25.000Z
-77.0202699,38.95561443,1243,Ward 4,"505 Jefferson Street Northwest, Washington, District of Columbia 20011",505 Jefferson St NW,Under Construction,DHCD,14,38.955607,-77.020268,7,5,0,2,0,,246749,398243.28,143078.31,505 JEFFERSON STREET NW,2019-05-20T04:00:25.000Z
-77.02006383,38.95556789,1244,Ward 4,"5400 5th Street Northwest, Washington, District of Columbia 20011",5400 5th St Acquisition,Under Construction,DHCD,12,38.95556,-77.020062,5,4,0,3,0,,285180,398261.14,143073.14,5400 5TH STREET NW,2019-05-20T04:00:25.000Z
-76.9334609,38.90413844,1245,Ward 7,"1035 48th Street Northeast, Washington, District of Columbia 20019",1035 48th St NE,Under Construction,DHCD,12,38.904131,-76.933459,0,12,0,0,0,,74984,405771.72,137365.94,1035 48TH STREET NE,2019-05-20T04:00:25.000Z
-76.9801817,38.86612825,1246,Ward 8,"1708 Good Hope Road Southeast, Washington, District of Columbia 20020",Bread for the City SE Center,Under Construction,DHCD,0,38.866121,-76.980179,0,0,0,0,0,,57586,401720.13,133144.6,1708 GOOD HOPE ROAD SE,2019-05-20T04:00:25.000Z
-77.01329729,38.90021479,1247,Ward 6,"888 New Jersey Avenue Southeast, Washington, District of Columbia 20003",Capitol Vista,Under Construction,DMPED DHCD OP,192,38.900207,-77.013295,21,83,88,0,0,17-06,,398846.7437,136928.3641,,2019-05-20T04:00:25.000Z
-76.97962956,38.92780159,1248,Ward 5,"1736 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",1736 Rhode Island Ave NE,Pipeline,DHCD,63,38.927794,-76.979627,13,50,0,0,0,,56748,401766.52,139990.84,1736 RHODE ISLAND AVENUE NE,2019-05-20T04:00:25.000Z
-77.02479229,38.9564988,1249,Ward 4,"813 Kennedy Street Northwest, Washington, District of Columbia 20011",809-813 Kennedy St NW,Pipeline,DHCD,38,38.956491,-77.02479,3,35,0,0,0,,,397851.3225,143176.5798,,2019-05-20T04:00:25.000Z
-76.99087715,38.89995841,2,Ward 6,"1115 H St NE, Washington, District of Columbia 20002",1115 H Street NE (Woolworth Condo),Completed 2015 to Date,DMPED DHCD,4,38.89995096,-76.99087487,0,2,0,2,0,,311081,400791.55,136899.86,1115 H STREET NE,2019-05-20T04:00:25.000Z
-77.02419206,38.90694405,4,Ward 2,"1250 9th St NW, Washington, District of Columbia 20001",The Colonel,Completed 2015 to Date,DHCD,6,38.90693659,-77.02418977,0,3,0,3,0,,239786,397901.89,137675.56,1250 9TH STREET NW,2019-05-20T04:00:25.000Z
-76.98758703,38.87861231,5,Ward 6,"1314 K St SE, Washington, District of Columbia 20003",1314 K Street SE Cooperative,Completed 2015 to Date,DHCD,12,38.87860486,-76.98758475,0,0,0,12,0,,68283,401077.27,134530.31,1314 K STREET SE,2019-05-20T04:00:25.000Z
-77.03225685,38.90827966,6,Ward 2,"1328 14th St NW, Washington, District of Columbia 20005",The Bentley,Completed 2015 to Date,DHCD,4,38.90830011,-77.03231394,0,0,0,4,0,,279073,397202.44,137824.04,1328 14TH STREET NW,2019-05-20T04:00:25.000Z
-76.98577115,38.89961622,8,Ward 6,"1350 Maryland Ave NE, Washington, District of Columbia 20002",The Maryland,Completed 2015 to Date,DHCD,7,38.89946356,-76.98589398,0,0,0,7,0,,149108,401234.47,136861.93,1350 MARYLAND AVENUE NE,2019-05-20T04:00:25.000Z
-76.98197058,38.92595833,12,Ward 5,"1515 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",1515 Rhode Island Ave NE,Completed 2015 to Date,DHCD,2,38.92595087,-76.9819683,0,1,0,1,0,,61927,401563.57,139786.18,1515 RHODE ISLAND AVENUE NE,2019-05-20T04:00:25.000Z
-77.04533778,38.92348616,16,Ward 1,"1919 Calvert St NW, Washington, District of Columbia 20009",1919 Calvert St NW Tenants Association,Completed 2015 to Date,DHCD,14,38.9234787,-77.04533548,5,9,0,0,0,,236619,396068.72,139512.57,1919 CALVERT STREET NW,2019-05-20T04:00:25.000Z
-77.02271629,38.91629896,17,Ward 1,"1921 8th St NW, Washington, District of Columbia 20001",The Shay East,Completed 2015 to Date,DHCD,7,38.91629151,-77.022714,0,0,0,7,0,,310530,398030.15,138714,1921 8TH STREET NW,2019-05-20T04:00:25.000Z
-77.02321554,38.91654714,18,Ward 1,"1924 8th St NW, Washington, District of Columbia 20001",The Shay West,Completed 2015 to Date,DHCD,12,38.91653968,-77.02321325,0,0,0,12,0,,310465,397986.86,138741.56,1924 8TH STREET NW,2019-05-20T04:00:25.000Z
-77.02309064,38.91754222,20,Ward 1,"2030 8th St NW, Washington, District of Columbia 20001",Atlantic Plumbing,Completed 2015 to Date,DHCD,6,38.91753476,-77.02308835,0,0,0,6,0,,284162,397997.72,138852.02,2030 8TH STREET NW,2019-05-20T04:00:25.000Z
-77.00641779,38.83150492,24,Ward 8,"22 Atlantic Street Southeast, Washington, District of Columbia 20032","22 Atlantic Cooperative Association, Inc. (Acq)",Under Construction,DHCD,15,38.83149748,-77.0064155,7,5,3,0,0,,50871,399442.96,129301,22 ATLANTIC STREET SE,2019-05-20T04:00:25.000Z
-77.00014516,38.92076363,28,Ward 5,"2321 4th Street Northeast, Washington, District of Columbia 20002",2321 4th Street (Rhode Island Avenue Gateway PUD),Completed 2015 to Date,DCHA DCHFA DHCD,116,38.92075584,-77.00014288,20,0,96,0,0,,289738,399987.61,139209.37,2321 4TH STREET NE,2019-05-20T04:00:25.000Z
-77.0156583,38.97523862,30,Ward 4,"255 Carroll Street Northwest, Washington, District of Columbia 20012",Takoma Central,Completed 2015 to Date,DHCD,9,38.97523115,-77.015656,0,5,0,4,0,,310103,398643.37,145256.7,255 CARROLL STREET NW,2019-05-20T04:00:25.000Z
-77.02337742,38.92774994,34,Ward 1,"2920 Georgia Ave NW, Washington, District of Columbia 20001",2920 Georgia Ave NW,Completed 2015 to Date,DHCD,2,38.92774249,-77.02337512,0,1,0,1,0,,232771,397973.14,139985.17,2920 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.00175399,38.90001263,37,Ward 6,"301 H St NE, Washington, District of Columbia 20002",301 H Street NE,Completed 2015 to Date,DHCD,3,38.90000517,-77.00175171,0,0,0,3,0,,310994,399848.05,136905.84,301 H STREET NE,2019-05-20T04:00:25.000Z
-76.96618727,38.92076679,38,Ward 5,"2226 30th Place Northeast, Washington, District of Columbia 20018",30th Place Crescent Townhomes Phase II,Completed 2015 to Date,DHCD,21,38.920759,-76.966185,0,0,13,8,0,,,402932.3901,139210.2643,,2019-05-20T04:00:25.000Z
-76.9462911,38.89424827,44,Ward 7,"4000 Benning Rd NE, Washington, District of Columbia 20019",4000 Benning (St. Stephens),Completed 2015 to Date,DCHA DCHFA DHCD,71,38.89408184,-76.94613945,18,53,0,0,0,,312333,404659.49,136267.32,4000 BENNING ROAD NE,2019-05-20T04:00:25.000Z
-77.02773598,38.93995488,45,Ward 4,"4000 Kansas Avenue Northwest, Washington, District of Columbia 20011",Thompson Place,Completed 2015 to Date,DHCD,19,38.93994742,-77.02773369,0,0,19,0,0,,223601,397595.62,141340.13,4000 KANSAS AVENUE NW,2019-05-20T04:00:25.000Z
-76.98387117,38.88391527,46,Ward 6,"401 15th Street Southeast, Washington, District of Columbia 20003",Kingston Condominum,Completed 2015 to Date,DHCD,2,38.88390782,-76.9838689,0,1,0,1,0,,309081,401399.59,135119.03,401 15TH STREET SE,2019-05-20T04:00:25.000Z
-76.98643263,38.83417523,48,Ward 8,"4300 12th Street Southeast, Washington, District of Columbia 20032",4300 12th Street SE,Under Construction,DCHA DHCD,26,38.83416779,-76.98643035,26,0,0,0,0,,288153,401178.17,129597.49,4300 12TH STREET SE,2019-05-20T04:00:25.000Z
-77.06462202,38.94687552,50,Ward 3,"4455 Connecticut Ave NW, Washington, District of Columbia 20008",Park Van Ness,Completed 2015 to Date,DHCD,26,38.9469514,-77.0645891,0,0,0,26,0,,284922,394398.32,142110,4455 CONNECTICUT AVENUE NW,2019-05-20T04:00:25.000Z
-76.92682351,38.89941589,53,Ward 7,"5201 Hayes Street Northeast, Washington, District of Columbia 20019",5201 Hayes Street (Deanwood Hills),Completed 2015 to Date,DMPED DCHFA DHCD OP,150,38.8993814,-76.92652454,40,10,100,0,0,15-10,299817,406347.86,136842.14,5201 HAYES STREET NE,2019-05-20T04:00:25.000Z
-77.07251534,38.96068148,55,Ward 3,"5333 Connecticut Ave NW, Washington, District of Columbia 20015",5333 Connecticut Ave NW,Completed 2015 to Date,DHCD,19,38.96067401,-77.07251303,0,10,0,9,0,,310383,393715.29,143643.1,5333 CONNECTICUT AVENUE NW,2019-05-20T04:00:25.000Z
-77.03018661,38.95950773,57,Ward 4,"5741 Colorado Avenue Northwest, Washington, District of Columbia 20011",5741 Colorado Avenue NW Tenant Association,Completed 2015 to Date,DHCD,28,38.95950027,-77.03018431,2,19,7,0,0,,257860,397383.88,143510.74,5741 COLORADO AVENUE NW,2019-05-20T04:00:25.000Z
-76.98924005,38.8654457,58,Ward 8,"2100 Martin Luther King Jr Ave SE, Washington, District of Columbia 20020",5th & Eye (off-site ADUs),Pipeline,DMPED,61,38.86543825,-76.98923777,0,0,61,0,0,,51883,400934.01,133068.7,2100 MARTIN LUTHER KING JR AVENUE SE,2019-05-20T04:00:25.000Z
-76.91194199,38.8938098,60,Ward 7,"323 62nd Street Northeast, Washington, District of Columbia 20019",62nd Street Apartments (w/ PADD) - Phase II (aka Eastbrooke Apartments ),Completed 2015 to Date,DCHFA DHCD,39,38.89374448,-76.91189289,0,0,39,0,0,,310426,407639.35,136220.96,323 62ND STREET NE,2019-05-20T04:00:25.000Z
-77.02643078,38.97433826,61,Ward 4,"6929 Georgia Ave NW, Washington, District of Columbia 20012",6925-6929 Georgia Avenue,Completed 2015 to Date,DMPED DCHA DHCD,27,38.97433046,-77.02642848,8,12,0,7,0,,,397709.8803,145156.9671,,2019-05-20T04:00:25.000Z
-77.02621089,38.98298686,63,Ward 4,"7701 Georgia Ave NW, Washington, District of Columbia 20012",Juniper Heights,Completed 2015 to Date,DCHFA DHCD,81,38.98297939,-77.02620859,0,0,81,0,0,,253661,397729.21,146117.04,7701 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.02318944,38.90825307,65,Ward 6,"1336 8th St NW, Washington, District of Columbia 20001",8th/O Street NW,Pipeline,DMPED OP,23,38.908571,-77.022943,0,11,0,12,0,16-24,319628,397988.89,137820.85,1336 8TH STREET NW,2019-05-20T04:00:25.000Z
-76.97128716,38.86392916,69,Ward 8,"2335 Altamont Place Southeast, Washington, District of Columbia 20020",Altamont Place,Completed 2015 to Date,DCHA DHCD,36,38.86392171,-76.97128488,36,0,0,0,0,,150372,402492.12,132900.69,2335 ALTAMONT PLACE SE,2019-05-20T04:00:25.000Z
-76.98951941,38.83993231,70,Ward 8,"1200 Mississippi Ave SE, Washington, District of Columbia 20032",Archer Park (Wing I),Completed 2015 to Date,DCHFA DHCD OP,109,38.84005542,-76.98881414,3,0,92,14,0,13-17,296061,400910.09,130236.53,1200 MISSISSIPPI AVENUE SE,2019-05-20T04:00:25.000Z
-76.96068227,38.92615279,73,Ward 5,"Banneker Dr NE, Washington, District of Columbia 20018",Banneker Town Homes,Completed 2015 to Date,DMPED DHCD,5,38.926145,-76.96068,0,3,0,2,0,,,403409.5186,139808.3472,,2019-05-20T04:00:25.000Z
-77.02824734,38.96417458,77,Ward 4,"6100 Georgia Avenue Northwest, Washington, District of Columbia 20011",Beacon Center,Completed 2015 to Date,DCHA DCHFA DHCD,99,38.96457855,-77.02812532,18,0,81,0,0,,253200,397552.12,144028.75,6100 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.00777543,38.95628641,79,Ward 4,"5422 Blair Road Northeast, Washington, District of Columbia 20011",Blair Road Project,Completed 2015 to Date,DCHA DHCD,8,38.95627895,-77.00777314,8,0,0,0,0,,8937,399326.26,143152.74,5422 BLAIR ROAD NE,2019-05-20T04:00:25.000Z
-76.99195936,38.85953811,80,Ward 8,"2620 Bowen Road Southeast, Washington, District of Columbia 20020",Bowen Flats,Completed 2015 to Date,DCHFA DHCD,41,38.85953066,-76.99195708,0,9,32,0,0,,307502,400698.07,132412.89,2620 BOWEN ROAD SE,2019-05-20T04:00:25.000Z
-76.97984206,38.86309629,82,Ward 8,"1720 W Street Southeast, Washington, District of Columbia 20020",Buxton Condominium,Completed 2015 to Date,DHCD,24,38.86308851,-76.97983978,0,10,0,14,0,,,401749.6803,132808.0367,,2019-05-20T04:00:25.000Z
-76.91494584,38.88929034,86,Ward 7,"5929 East Capitol Street Southeast, Washington, District of Columbia 20019",Capitol Gateway Marketplace,Pipeline,DCHA DCHFA DHCD OP,312,38.88928255,-76.91494358,16,16,280,0,0,16-Dec,,407379.23,135719.0175,,2019-05-20T04:00:25.000Z
-76.98963735,38.901937,87,Ward 6,"919 12th St NE, Washington, District of Columbia 20002",Kendall Row,Completed 2015 to Date,DHCD,2,38.90192954,-76.98963507,0,1,0,1,0,,306565,400899.07,137119.51,919 12TH STREET NE,2019-05-20T04:00:25.000Z
-76.99062637,38.86338649,92,Ward 8,"2252 Martin Luther King Jr Ave SE, Washington, District of Columbia 20020",Maple View Flats (Big K),Completed 2015 to Date,DCHFA DHCD,114,38.86319251,-76.99092323,0,0,114,0,0,,49963,400813.72,132840.1,2228 MARTIN LUTHER KING JR AVENUE SE,2019-05-20T04:00:25.000Z
-77.01627987,38.87225064,94,Ward 6,"325 P Street Southwest, Washington, District of Columbia 20024",Channel Square,Completed 2015 to Date,DHCD,60,38.8722432,-77.01627758,0,0,30,30,0,,276559,398587.47,133824.17,325 P STREET SW,2019-05-20T04:00:25.000Z
-76.99254839,38.86022369,97,Ward 8,"2500 Sayles Place Southeast, Washington, District of Columbia 20020",City Homes at Sheridan Station 2c,Completed 2015 to Date,DCHA,20,38.86021624,-76.99254611,0,0,20,0,0,,308348,400646.94,132488.99,2500 SAYLES PLACE SE,2019-05-20T04:00:25.000Z
-77.03313757,38.96060675,101,Ward 4,"5807 14th St NW, Washington, District of Columbia 20011",Concord Apartments,Completed 2015 to Date,DHCD,78,38.96059929,-77.03313527,0,0,78,0,0,,285270,397128.16,143632.83,5807 14TH STREET NW,2019-05-20T04:00:25.000Z
-77.03021781,38.94846755,102,Ward 4,"4800 Arkansas Avenue Northwest, Washington, District of Columbia 20011",Cornerstone Community Supportive Housing,Completed 2015 to Date,DCHA DHCD,7,38.94846009,-77.03021552,5,2,0,0,0,,255160,397380.77,142285.18,4800 ARKANSAS AVENUE NW,2019-05-20T04:00:25.000Z
-76.93088748,38.87648374,108,Ward 7,"5078 Benning Road Southeast, Washington, District of Columbia 20019",Delta Commons (Partner Arms 4),Completed 2015 to Date,DCHA DHCD,36,38.87647629,-76.93088522,12,0,24,0,0,,278556,405997.26,134296.22,5078 BENNING ROAD SE,2019-05-20T04:00:25.000Z
-76.98433419,38.90056515,109,Ward 5,"1400 Florida Avenue Northeast, Washington, District of Columbia 20002",Delta Towers,Under Construction,DCHFA DHCD,179,38.9005577,-76.98433191,179,0,0,0,0,,65280,401359.1,136967.29,1400 FLORIDA AVENUE NE,2019-05-20T04:00:25.000Z
-76.91224756,38.89486032,114,Ward 7,"414 Eastern Ave NE, Washington, District of Columbia 20019",Eden Place - Phase I,Completed 2015 to Date,DMPED DHCD,29,38.89485286,-76.9122453,0,0,29,0,0,,26187,407612.73,136337.55,414 EASTERN AVENUE NE,2019-05-20T04:00:25.000Z
-76.91220206,38.89483476,115,Ward 7,"400 Eastern Ave NE, Washington, District of Columbia 20019",Eden Place - Phase II,Pipeline,DMPED,34,38.89482697,-76.9121998,0,0,0,34,0,,,407616.6798,136334.7168,,2019-05-20T04:00:25.000Z
-76.99662762,38.92461518,116,Ward 5,"625 Edgewood St NE, Washington, District of Columbia 20017",Edgewood Terrace I,Completed 2015 to Date,DCHFA,292,38.92460772,-76.99662534,0,0,202,90,0,,289575,400292.63,139636.93,625 EDGEWOOD STREET NE,2019-05-20T04:00:25.000Z
-77.02518761,38.93956747,119,Ward 4,"3930 Georgia Ave NW, Washington, District of Columbia 20011",Fahrenheit Condominiums,Completed 2015 to Date,DHCD,3,38.93943419,-77.02509369,0,0,0,3,0,,284807,397816.54,141297.06,3930 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-76.95775814,38.930757,122,Ward 5,"Bladensburg Rd NE, Washington, District of Columbia",Fort Lincoln City Homes,Pipeline,DMPED,15,38.93074921,-76.95775586,10,3,0,2,0,,,403662.84,140319.567,,2019-05-20T04:00:25.000Z
-76.95618027,38.9284788,123,Ward 5,"Commodore Joshua Barney Dr NE, Washington, District of Columbia 20018",Fort Lincoln Multifamily,Under Construction,DMPED OP,55,38.928471,-76.956178,0,18,19,18,0,8-Jun,,403799.7723,140066.7309,,2019-05-20T04:00:25.000Z
-77.00266172,38.95861906,124,Ward 4,"5661 3RD STREET NE, Washington, District of Columbia 20011",Fort Totten Square,Pipeline,DMPED,75,38.95850926,-77.00272243,0,15,0,60,0,,311575,399769.5,143411.66,5661 3RD STREET NE,2019-05-20T04:00:25.000Z
-76.97850503,38.85540874,126,Ward 8,"1808 Gainesville Street Southeast, Washington, District of Columbia 20020",Gainesville Court,Completed 2015 to Date,DHCD,19,38.85566,-76.981961,0,6,5,1,7,,306510,401865.92,131954.69,1808 GAINESVILLE STREET SE,2019-05-20T04:00:25.000Z
-77.00054935,38.9074857,127,Ward 5,"340 Florida Avenue Northeast, Washington, District of Columbia 20002",The Edison at Union Market,Completed 2015 to Date,DMPED OP,38,38.907564,-77.00065072,0,0,0,38,0,06-40C,287853,399952.55,137735.41,340 FLORIDA AVENUE NE,2019-05-20T04:00:25.000Z
-76.99041699,38.86181811,132,Ward 8,"1262 Talbert Street Southeast, Washington, District of Columbia 20020",River East @ Grandview,Completed 2015 to Date,DHCD,46,38.86151132,-76.99066268,3,13,0,30,0,,285996,400831.91,132666,1262 TALBERT STREET SE,2019-05-20T04:00:25.000Z
-76.96410716,38.88009555,134,Ward 7,"3009 G Street Southeast, Washington, District of Columbia 20019",HFH Transition House,Completed 2015 to Date,DHCD,7,38.8800881,-76.96410489,7,0,0,0,0,,42364,403114.55,134695.5,3009 G STREET SE,2019-05-20T04:00:25.000Z
-77.00015315,38.83120692,137,Ward 8,"400 Atlantic Street Southeast, Washington, District of Columbia 20032",Highland Dwellings,Completed 2015 to Date,DCHA DCHFA,208,38.831758,-76.9992367,208,0,0,0,0,,290742,399986.9,129267.9,400 ATLANTIC STREET SE,2019-05-20T04:00:25.000Z
-76.97378927,38.88258679,140,Ward 7,"300 19th St SE, Washington, District of Columbia 20003",Hill East Phase I,Under Construction,DMPED,104,38.882579,-76.973787,52,0,52,0,0,16-03,,402274.3722,134971.7604,,2019-05-20T04:00:25.000Z
-76.99540437,38.88586022,142,Ward 6,"777 C St SE, Washington, District of Columbia 20003",Hine Junior High School (North LIHTC Residential),Completed 2015 to Date,DMPED DCHFA OP,46,38.88513446,-76.99592909,5,0,29,12,0,24-Nov,311940,400398.92,135334.82,777 C STREET SE,2019-05-20T04:00:25.000Z
-77.02705952,38.92791139,144,Ward 1,"3003 11th St NW, Washington, District of Columbia 20001",Hope and a Home Scattered Sites II,Completed 2015 to Date,DHCD,14,38.92790393,-77.02705722,14,0,0,0,0,,231227,397653.87,140003.18,3003 11TH STREET NW,2019-05-20T04:00:25.000Z
-77.0156681,38.89964972,147,Ward 2,"300 MASSACHUSETTS AVENUE NW, Washington, District of Columbia 20001",Capitol Crossing,Under Construction,DMPED OP,50,38.89964227,-77.01566581,0,0,0,50,0,Aug-34,279643,398641.08,136865.67,300 MASSACHUSETTS AVENUE NW,2019-05-20T04:00:25.000Z
-76.99324852,38.92157481,149,Ward 5,"2401 Washington Place NE, Washington, District of Columbia 20018",Israel Manor Senior Residences,Completed 2015 to Date,DHCD,47,38.92155369,-76.99330978,30,10,7,0,0,,309338,400585.67,139299.44,2401 WASHINGTON PLACE NE,2019-05-20T04:00:25.000Z
-77.03280963,38.92370249,159,Ward 1,"1421 Euclid Street Northwest, Washington, District of Columbia 20009",Justice Park,Completed 2015 to Date,DMPED DHCD,28,38.92378269,-77.0328745,0,9,19,0,0,,310858,397155.11,139536.12,1421 EUCLID STREET NW,2019-05-20T04:00:25.000Z
-77.03439308,38.93658158,160,Ward 1,"1498 Spring Place Northwest, Washington, District of Columbia 20010",Kara House,Completed 2015 to Date,DHCD,10,38.93657238,-77.03447902,2,7,0,1,0,,234805,397018.34,140965.86,1498 SPRING PLACE NW,2019-05-20T04:00:25.000Z
