Lon,Lat,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-76.9661247,38.92407288,165,Ward 5,"2615 Bladensburg Rd NE, Washington, District of Columbia 20018",Langdon Lofts,Completed 2015 to Date,DCHA DCHFA DHCD,33,38.92412243,-76.96608388,5,0,28,0,0,,149319,402937.68,139577.27,2615 BLADENSBURG ROAD NE,2019-05-20T04:00:25.000Z
-77.02209403,38.91277592,168,Ward 6,"1700 7th St NW, Washington, District of Columbia 20001",Lincoln Westmoreland,Completed 2015 to Date,DCHFA,108,38.91276847,-77.02209174,0,108,0,0,0,,311197,398084.02,138322.9,1700 7TH STREET NW,2019-05-20T04:00:25.000Z
-76.97228579,38.85504385,171,Ward 8,"2306 Hartford St SE, Washington, District of Columbia 20020",Maplewood Courts,Under Construction,DHCD,94,38.85503641,-76.97228352,10,84,0,0,0,,286806,402405.75,131914.33,2306 HARTFORD STREET SE,2019-05-20T04:00:25.000Z
-77.01876266,38.97611394,178,Ward 4,"7051 Spring Place Northwest, Washington, District of Columbia 20012",Metro Village,Completed 2015 to Date,DCHFA DHCD,120,38.97649172,-77.01895423,0,0,120,0,0,,285374,398374.39,145353.92,7051 SPRING PLACE NW,2019-05-20T04:00:25.000Z
-77.03000452,38.92026909,181,Ward 1,"1300 Florida Ave NW, Washington, District of Columbia 20009",Miriams House (N Street Village),Completed 2015 to Date,DCHA DHCD,25,38.92026164,-77.03000223,25,0,0,0,0,,240293,397398.23,139154.9,1300 FLORIDA AVENUE NW,2019-05-20T04:00:25.000Z
-77.0148211,38.90171743,184,Ward 6,"901 3rd St NW, Washington, District of Columbia 20001",Mt. Carmel,Under Construction,DMPED,66,38.90170998,-77.01481881,0,0,0,66,0,,238361,398714.59,137095.19,901 3RD STREET NW,2019-05-20T04:00:25.000Z
-77.00873053,38.90298903,188,Ward 6,"1005 North Capitol Street Northeast, Washington, District of Columbia 20002",North Capitol Commons,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,123,38.90298158,-77.00872824,59,0,64,0,0,,310452,399242.91,137236.28,1005 NORTH CAPITOL STREET NE,2019-05-20T04:00:25.000Z
-77.01071479,38.9033692,189,Ward 6,"45 K St NW, Washington, District of Columbia 20001",Northwest One - North Capitol and K Streets NW,Pipeline,DMPED OP,387,38.90336175,-77.0107125,211,75,93,8,0,15-20,290893,399070.8,137278.5,45 K STREET NW,2019-05-20T04:00:25.000Z
-76.98607517,38.90541872,191,Ward 5,"1256 Owen Place Northeast, Washington, District of Columbia 20002",Owen House,Completed 2015 to Date,DCHA DHCD,4,38.90541126,-76.98607289,4,0,0,0,0,,69542,401208,137506.05,1256 OWEN PLACE NE,2019-05-20T04:00:25.000Z
-77.02192091,38.91232089,192,Ward 6,"1707 7th Street NW, Washington, District of Columbia 20001",Parcel 42,Pipeline,DMPED,36,38.9123131,-77.02191861,18,18,0,0,0,,,398099.0228,138272.3838,,2019-05-20T04:00:25.000Z
-77.02213574,38.93234677,194,Ward 1,"617 Morton Street Northwest, Washington, District of Columbia 20010",Park Morton - Onsite,Pipeline,DMPED OP,406,38.93233931,-77.02213344,147,0,172,0,87,16-12,285318,398080.93,140495.43,617 MORTON STREET NW,2019-05-20T04:00:25.000Z
-76.98681138,38.85068812,199,Ward 8,"2841 Robinson Place Southeast, Washington, District of Columbia 20020",Parkway Overlook,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,220,38.85068067,-76.98680911,11,209,0,0,0,,45641,401145.02,131430.53,2841 ROBINSON PLACE SE,2019-05-20T04:00:25.000Z
-77.02724271,38.95642826,200,Ward 4,"935 Kennedy Street Northwest, Washington, District of Columbia 20011",Partner Arms 1,Completed 2015 to Date,DCHA DHCD,14,38.9564208,-77.02724042,14,0,0,0,0,,254535,397638.93,143168.81,935 KENNEDY STREET NW,2019-05-20T04:00:25.000Z
-77.02431983,38.911757,204,Ward 6,"901 Rhode Island Ave NW, Washington, District of Columbia 20001",Phyllis Wheatley,Completed 2015 to Date,DCHA DHCD,84,38.91174954,-77.02431754,84,0,0,0,0,,243262,397890.95,138209.84,901 RHODE ISLAND AVENUE NW,2019-05-20T04:00:25.000Z
-76.91074422,38.89314795,205,Ward 7,"323 63rd Street Northeast, Washington, District of Columbia 20019","Pleasant Park Cooperative, Inc.",Completed 2015 to Date,DHCD,41,38.89314049,-76.91074197,14,19,3,4,1,,148655,407743.33,136147.59,323 63RD STREET NE,2019-05-20T04:00:25.000Z
-77.03344281,38.91721794,207,Ward 1,"1441 U St NW, Washington, District of Columbia 20009",Portner Place,Completed 2015 to Date,DHCD OP,48,38.91723137,-77.03378715,0,48,0,0,0,14-08,279189,397099.94,138816.3,1441 U STREET NW,2019-05-20T04:00:25.000Z
-77.01140403,38.87987518,210,Ward 6,"820 Half Street Southwest, Washington, District of Columbia 20024",Randall School,Pipeline,DMPED OP,202,38.8798674,-77.01140174,0,0,104,98,0,07-13G,,399010.6899,134670.4873,,2019-05-20T04:00:25.000Z
-77.00029055,38.91702361,211,Ward 5,"2005 4th Street Northeast, Washington, District of Columbia 20002","RAP, Inc. Community Based Residential Facility (fka The Summit)",Completed 2015 to Date,DHCD,38,38.91701582,-77.00028827,38,0,0,0,0,,,399975.0003,138794.1968,,2019-05-20T04:00:25.000Z
-76.98807202,38.90048182,213,Ward 6,"1300 H St NE, Washington, District of Columbia 20002",RL Christian,Completed 2015 to Date,DMPED,33,38.90039266,-76.98811702,4,29,0,0,0,03-28A,286021,401034.87,136957.99,1300 H STREET NE,2019-05-20T04:00:25.000Z
-76.98052831,38.89564935,214,Ward 6,"417 17th St NE, Washington, District of Columbia 20002",Rosedale Townhomes / 17 Solar (Rosedale Property Disposition),Completed 2015 to Date,DHCD,12,38.89564189,-76.98052604,0,3,6,3,0,,311020,401689.35,136421.66,417 17TH STREET NE,2019-05-20T04:00:25.000Z
-76.98840744,38.8482733,216,Ward 8,"1100 Alabama Avenue Southeast, Washington, District of Columbia 20032",Saint Elizabeths East Campus Redevelopment Phase I,Under Construction,DMPED DHCD,202,38.84826586,-76.98840517,0,202,0,0,0,,307946,401006.51,131162.45,1100 ALABAMA AVENUE SE,2019-05-20T04:00:25.000Z
-76.99258083,38.86070895,222,Ward 8,"Sayles Pl SE, Washington, District of Columbia 20020",Sheridan Station - Phase III,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,133,38.86070117,-76.99257855,40,0,93,0,0,,,400644.12,132542.857,,2019-05-20T04:00:25.000Z
-77.02464967,38.92031827,223,Ward 1,"2251 Sherman Avenue Northwest, Washington, District of Columbia 20001",The Wren,Under Construction,DMPED OP,126,38.92031081,-77.02464738,32,94,0,0,0,15-34,284325,397862.6,139160.22,2251 SHERMAN AVENUE NW,2019-05-20T04:00:25.000Z
-76.96819702,38.85891434,227,Ward 7,"Good Hope Rd SE, Washington, District of Columbia 20020",Skyland Town Center,Under Construction,DMPED OP,143,38.85890656,-76.96819474,0,0,0,95,48,3-Sep,,402760.5,132344.097,,2019-05-20T04:00:25.000Z
-76.9384933,38.89138328,230,Ward 7,"4414 Benning Rd NE, Washington, District of Columbia 20019",The Conway Center,Completed 2015 to Date,DCHA DCHFA DHCD,178,38.89106689,-76.93808314,162,16,0,0,0,,288206,405336.17,135949.71,4414 BENNING ROAD NE,2019-05-20T04:00:25.000Z
-77.01430176,38.90527625,231,Ward 6,"216 New York Ave NW, Washington, District of Columbia 20001",SOME Scattered Site Phase II,Completed 2015 to Date,DCHA DCHFA DHCD,98,38.90526879,-77.01429947,69,29,0,0,0,,285530,398759.7,137490.24,216 NEW YORK AVENUE NW,2019-05-20T04:00:25.000Z
-77.00817766,38.83100043,232,Ward 8,"4001 South Capitol Street Southwest, Washington, District of Columbia 20032",South Capitol Multi-Family Building,Under Construction,DCHA DCHFA DHCD,195,38.83119145,-77.00810929,78,78,39,0,0,,276615,399290.15,129245.01,4001 SOUTH CAPITOL STREET SW,2019-05-20T04:00:25.000Z
-77.02960123,38.88213168,235,Ward 6,"1300 Maine Ave SW, Washington, District of Columbia 20024",The Wharf Phase I,Completed 2015 to Date,DMPED OP,185,38.88212423,-77.02959894,63,0,73,49,0,11-03A,302192,397431.83,134921.33,1300 MAINE AVENUE SW,2019-05-20T04:00:25.000Z
-76.99130801,38.83231157,247,Ward 8,"852 Barnaby Street Southeast, Washington, District of Columbia 20032",The Gregory Apartments,Completed 2015 to Date,DCHFA DHCD,124,38.83230413,-76.99130573,41,41,42,0,0,,295928,400754.89,129390.56,852 BARNABY STREET SE,2019-05-20T04:00:25.000Z
-76.99728791,38.87727132,252,Ward 6,"601 L Street Southeast, Washington, District of Columbia 20003",The Bixby,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,39,38.87726387,-76.99728563,39,0,0,0,0,,289693,400235.53,134381.38,601 L STREET SE,2019-05-20T04:00:25.000Z
-77.03275528,38.90754489,254,Ward 2,"1417 N St NW, Washington, District of Columbia 20005",The Norwood,Completed 2015 to Date,DHCD,84,38.90753743,-77.03275298,0,55,0,26,3,,218263,397159.18,137742.49,1417 N STREET NW,2019-05-20T04:00:25.000Z
-77.01154684,38.90281979,257,Ward 6,"43 K St NW, Washington, District of Columbia 20001",The SeVerna Phase II (The SeVerna II LLC/Golden Rule Apartments Inc.),Completed 2015 to Date,DMPED DCHFA DHCD,101,38.90281234,-77.01154456,48,0,53,0,0,,310112,398998.62,137217.52,43 K STREET NW,2019-05-20T04:00:25.000Z
-77.00077531,38.8742974,264,Ward 6,"1331 4th St SE, Washington, District of Columbia 20003",The Yards N Building,Completed 2015 to Date,DMPED DCHFA DHCD,66,38.87428995,-77.00077303,0,0,66,0,0,,310978,399932.92,134051.25,1331 4TH STREET SE,2019-05-20T04:00:25.000Z
-76.98423389,38.84423154,266,Ward 8,"1443 Savannah St SE, Washington, District of Columbia 20032",Tobias Henson Apts.,Completed 2015 to Date,DHCD,64,38.8442241,-76.98423162,0,56,8,0,0,,63162,401368.88,130713.84,1443 SAVANNAH STREET SE,2019-05-20T04:00:25.000Z
-76.98517664,38.90239414,268,Ward 5,"1214 Staples Street Northeast, Washington, District of Columbia 20002",Trinidad Properties (w/ PADD),Completed 2015 to Date,DHCD,9,38.90238668,-76.98517436,0,0,9,0,0,,71425,401285.99,137170.31,1214 STAPLES STREET NE,2019-05-20T04:00:25.000Z
-77.00832227,38.83162539,269,Ward 8,"3939 South Capitol Street Southwest, Washington, District of Columbia 20032",Trinity Plaza (Retail Worker Housing Demo Initiative),Completed 2015 to Date,DCHFA DHCD,49,38.83161762,-77.00831999,17,27,0,5,0,,,399277.6001,129314.3868,,2019-05-20T04:00:25.000Z
-77.0163748,38.90679181,270,Ward 6,"1230 4th St NW, Washington, District of Columbia 20001",Cycle House,Pipeline,DMPED DHCD,15,38.90678436,-77.01637251,4,11,0,0,0,,237503,398579.92,137658.51,1230 4TH STREET NW,2019-05-20T04:00:25.000Z
-77.00943608,38.90640315,271,Ward 6,"1200 North Capitol St NW, Washington, District of Columbia 20002",Tyler House Apartments,Completed 2015 to Date,DCHFA,284,38.90639569,-77.00943379,0,0,284,0,0,,237128,399181.75,137615.28,1200 NORTH CAPITOL STREET NW,2019-05-20T04:00:25.000Z
-77.0300793,38.96250373,275,Ward 4,"5922 13th St NW, Washington, District of Columbia 20011",Valencia Apartments,Completed 2015 to Date,DHCD,29,38.96249626,-77.03007701,0,0,29,0,0,,243483,397393.29,143843.32,5922 13TH STREET NW,2019-05-20T04:00:25.000Z
-76.95086814,38.92233183,284,Ward 5,"3814 Fort Lincoln Drive Northeast, Washington, District of Columbia 20018",Villages at Dakota Crossing Phase III,Completed 2015 to Date,DMPED,24,38.92233336,-76.95083508,0,0,0,24,0,,310077,404260.75,139384.6,3814 FORT LINCOLN DRIVE NE,2019-05-20T04:00:25.000Z
-77.03305578,38.96735657,285,Ward 4,"1388 Tuckerman Street Northwest, Washington, District of Columbia 20011",Vizcaya Apartments,Completed 2015 to Date,DHCD,17,38.9673491,-77.03305349,0,0,17,0,0,,257527,397135.52,144382.12,1388 TUCKERMAN STREET NW,2019-05-20T04:00:25.000Z
-77.02885225,38.97658941,288,Ward 4,"6900 Georgia Ave NW, Washington, District of Columbia 20012",Walter Reed - Developer only,Under Construction,DMPED DHCD,318,38.97658194,-77.02884996,0,139,0,179,0,,292768,397500.13,145406.93,6900 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.05055386,38.90501242,292,Ward 2,"2300 M St NW, Washington, District of Columbia 20037",West End Parcels (Square 50 - West End Affordable),Completed 2015 to Date,DMPED DCHA DCHFA DHCD OP,55,38.90500497,-77.05055156,3,0,52,0,0,12-Nov,243314,395615.27,137462.07,2300 M STREET NW,2019-05-20T04:00:25.000Z
-77.02299806,38.92974005,295,Ward 1,"660 Kenyon St NW, Washington, District of Columbia 20010",Kenyon House Family Tenants Association,Completed 2015 to Date,DHCD,8,38.92973259,-77.02299576,2,0,0,6,0,,298206,398006.09,140206.08,660 KENYON STREET NW,2019-05-20T04:00:25.000Z
-77.02438119,38.90438771,297,Ward 2,"901 L Street Northwest, Washington, District of Columbia 20001",Square 369,Under Construction,DHCD OP,23,38.90446585,-77.02429142,0,0,19,4,0,14-09,313138,397885.41,137391.79,901 L STREET NW,2019-05-20T04:00:25.000Z
-76.98480862,38.91555168,300,Ward 5,"1401 New York Ave NE, Washington, District of Columbia 20002",Hechts Warehouse District,Completed 2015 to Date,DMPED DHCD OP,37,38.91554389,-76.98480634,0,10,10,17,0,14-01 and  14-01A,286132,401317.67,138630.91,1401 NEW YORK AVENUE NE,2019-05-20T04:00:25.000Z
-76.9971287,38.85855274,319,Ward 8,"2704 Wade Road Southeast, Washington, District of Columbia 20020",Parkchester Apartments,Completed 2015 to Date,DHCD,188,38.85854529,-76.99712642,94,94,0,0,0,,278231,400249.41,132303.48,2704 WADE ROAD SE,2019-05-20T04:00:25.000Z
-76.95052041,38.89862776,321,Ward 7,"600 Kenilworth Terrace Northeast, Washington, District of Columbia 20019",The Grove at Parkside,Completed 2015 to Date,DCHA DCHFA DHCD OP,186,38.89852971,-76.95060905,10,0,176,0,0,05-28J,311058,404292.33,136753.27,600 KENILWORTH TERRACE NE,2019-05-20T04:00:25.000Z
-76.93976796,38.88193631,322,Ward 7,"4802 Alabama Avenue Southeast, Washington, District of Columbia 20019",Benning Heights Apartments,Completed 2015 to Date,DCHFA DHCD,148,38.88208722,-76.93992495,60,60,28,0,0,,152226,405226.28,134900.95,4802 ALABAMA AVENUE SE,2019-05-20T04:00:25.000Z
-76.98255382,38.92673782,323,Ward 5,"1545 Girard Street Northeast, Washington, District of Columbia 20018",Girard Street Community Partners,Completed 2015 to Date,DCHA DHCD,25,38.92670425,-76.98265188,25,0,0,0,0,,306577,401512.98,139872.7,1545 GIRARD STREET NE,2019-05-20T04:00:25.000Z
-76.9680887,38.86797158,325,Ward 7,"1741 28th Street Southeast, Washington, District of Columbia 20020",Texas & Minnesota Ave,Pipeline,DCHA DHCD,85,38.86796413,-76.96808642,32,0,53,0,0,,56614,402769.55,133349.52,1741 28TH STREET SE,2019-05-20T04:00:25.000Z
-77.02885225,38.97658941,326,Ward 4,"6900 Georgia Ave NW, Washington, District of Columbia 20012",Walter Reed - HELP Walter Reed,Under Construction,DMPED DCHA DHCD,77,38.97658194,-77.02884996,75,2,0,0,0,,292768,397500.13,145406.93,6900 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.02885225,38.97658941,327,Ward 4,"6900 Georgia Ave NW, Washington, District of Columbia 20012",Walter Reed - SOMEs Walter Reed Building 17 Project,Pipeline,DCHA DHCD,24,38.97658194,-77.02884996,24,0,0,0,0,,292768,397500.13,145406.93,6900 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.00251232,38.87720205,328,Ward 6,"1100 2nd Place Southeast, Washington, District of Columbia 20003",The Harlow (Square 769N),Completed 2015 to Date,DCHA DHCD,36,38.877362,-77.001827,9,27,0,0,0,,313921,399782.2,134373.69,1100 2ND PLACE SE,2019-05-20T04:00:25.000Z
-76.92803284,38.88578165,329,Ward 7,"5100 Bass Pl SE, Washington, District of Columbia 20019",Maya Angelou Cooperative,Completed 2015 to Date,DHCD,9,38.8857742,-76.92803058,0,0,0,9,0,,13515,406244.15,135328.55,5100 BASS PLACE SE,2019-05-20T04:00:25.000Z
-77.00242261,38.82829364,330,Ward 8,"4319 3rd Street Southeast, Washington, District of Columbia 20032",Atlantic Terrace,Completed 2015 to Date,DCHFA DHCD,195,38.828286,-77.00242033,78,117,0,0,0,,295776,399789.84,128944.51,4319 3RD STREET SE,2019-05-20T04:00:25.000Z
-77.03172757,38.90759517,331,Ward 2,"1301 14th St NW, Washington, District of Columbia 20005",N Street Village,Completed 2015 to Date,DCHA DCHFA DHCD,95,38.90758771,-77.03172527,44,12,39,0,0,,225359,397248.32,137748.04,1301 14TH STREET NW,2019-05-20T04:00:25.000Z
-77.01544409,38.90276809,332,Ward 6,"307 K St NW, Washington, District of Columbia 20005",Plaza West,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,223,38.9027603,-77.0154418,35,108,80,0,0,,312744,398660.57,137211.83,307 K STREET NW,2019-05-20T04:00:25.000Z
-77.02321364,38.95712313,333,Ward 4,"734 Longfellow Street Northwest, Washington, District of Columbia 20011",Manna Brightwood TOPA Pool,Completed 2015 to Date,DHCD,52,38.95711566,-77.02321135,0,45,7,0,0,,250300,397988.17,143245.85,734 LONGFELLOW STREET NW,2019-05-20T04:00:25.000Z
-77.00306181,38.83701697,395,Ward 8,"3719 2nd Street SE, Washington, District of Columbia 20032",United 2nd Street Tenant Association,Completed 2015 to Date,DHCD,25,38.83700953,-77.00305953,1,13,0,11,0,,31317,399734.37,129912.86,3719 2ND STREET SE,2019-05-20T04:00:25.000Z
-76.92921115,38.88669781,396,Ward 7,"5026 B Street, SE, Washington, District of Columbia 20019","B Street (5026 B Street, SE)",Completed 2015 to Date,DHCD,1,38.88669035,-76.92920889,0,1,0,0,0,,310651,406141.84,135430.17,5026 B STREET SE,2019-05-20T04:00:25.000Z
-77.0322704,38.91938342,397,Ward 1,"2202 14th Street NW, Washington, District of Columbia 20009",Lumen Condominiums,Completed 2015 to Date,DHCD,2,38.91937596,-77.03226811,0,0,0,2,0,,239928,397201.7,139056.65,2202 14TH STREET NW,2019-05-20T04:00:25.000Z
-77.02703685,38.96635829,399,Ward 4,"919 Sheridan Street, NW, Washington, District of Columbia 20011",919 Sheridan LLC,Completed 2015 to Date,DHCD,2,38.96635082,-77.02703455,0,1,0,1,0,,254163,397657.1,144271.13,919 SHERIDAN STREET NW,2019-05-20T04:00:25.000Z
-77.02730641,38.91069696,400,Ward 2,"1101 Rhode Island Ave NW, Washington, District of Columbia",Holm,Completed 2015 to Date,DHCD,3,38.910796,-77.027452,0,2,0,1,0,,278837,397631.89,138092.24,1101 RHODE ISLAND AVENUE NW,2019-05-20T04:00:25.000Z
-76.98624462,38.9013802,402,Ward 5,"1111 Orren St NE, Washington, District of Columbia 20002",The Corey,Completed 2015 to Date,DHCD,6,38.90139421,-76.98626297,0,3,0,3,0,,313404,401193.37,137057.74,1111 ORREN STREET NE,2019-05-20T04:00:25.000Z
-76.98188168,38.87914549,403,Ward 6,"1600 Pennsylvania Avenue SE, Washington, District of Columbia",1600 Pennsylvania Avenue SE,Completed 2015 to Date,DHCD,8,38.87913804,-76.98187941,0,4,0,4,0,,311021,401572.31,134589.58,1600 PENNSYLVANIA AVENUE SE,2019-05-20T04:00:25.000Z
-77.02513083,38.90709303,404,Ward 2,"926 N Street, NW, Washington, District of Columbia",Bailey Flats on Blagden,Completed 2015 to Date,DHCD,2,38.90695503,-77.02518337,0,1,0,1,0,,239789,397820.47,137692.12,926 N STREET NW,2019-05-20T04:00:25.000Z
-76.98307198,38.89075622,405,Ward 6,"1511 A Street Northeast, Washington, District of Columbia 20002",1511 A Street NE,Under Construction,DHCD,2,38.890749,-76.98307,0,1,0,1,0,,62153,401468.79,135878.44,1511 A STREET NE,2019-05-20T04:00:25.000Z
-77.03270591,38.92132243,407,Ward 1,"1412 Chapin St NW, Washington, District of Columbia",Chapin Row,Completed 2015 to Date,DHCD OP,4,38.921315,-77.032704,0,2,0,2,0,15-Sep,234165,397164.01,139271.91,1412 CHAPIN STREET NW,2019-05-20T04:00:25.000Z
-77.04315073,38.92347906,409,Ward 1,"1827 Adams Mill Road NW, Washington, District of Columbia",The Adamo,Completed 2015 to Date,DHCD,3,38.9234716,-77.04314843,0,2,0,1,0,,300759,396258.37,139511.69,1827 ADAMS MILL ROAD NW,2019-05-20T04:00:25.000Z
-77.0808297,38.94995474,410,Ward 3,"4600 Wisconsin Avenue, NW, Washington, District of Columbia",Tenley View,Completed 2015 to Date,DHCD OP,6,38.94994728,-77.08082739,0,0,0,6,0,23-Oct,264444,392993.63,142452.94,4600 WISCONSIN AVENUE NW,2019-05-20T04:00:25.000Z
-77.02913952,38.90779069,411,Ward 2,"1311 13th Street NW, Washington, District of Columbia",Logan 13,Completed 2015 to Date,DHCD,5,38.90778324,-77.02913723,0,3,0,2,0,,243348,397472.8,137769.67,1311 13TH STREET NW,2019-05-20T04:00:25.000Z
-77.03923534,38.92465747,412,Ward 1,"1700 Columbia Road NW, Washington, District of Columbia",Ontario 17,Completed 2015 to Date,DHCD,9,38.92449997,-77.03938069,0,0,0,9,0,,284066,396597.95,139642.35,1700 COLUMBIA ROAD NW,2019-05-20T04:00:25.000Z
